,datetime,y,week,soldout,name,kcal,remarks,event,payday,weather,precipitation,temperature,train_flg,after_holiday,before_holiday,YM,y_rolling_mean5,y_pct_change_1,y_pct_change_2,y_pct_change_3,y_pct_change_4,y_pct_change_5
172,2014-08-06,58.0,3,1,豚キムチ炒め,410.0,1,1,0.0,1,-1.0,34.6,True,0,0,201408,57.0,0.07407407407407418,-0.22666666666666668,0.5263157894736843,-0.033333333333333326,0.0
188,2014-09-02,68.0,2,1,名古屋味噌カツ,440.0,6,1,0.0,3,-1.0,29.1,True,0,0,201409,58.0,0.04615384615384621,0.7435897435897436,0.2142857142857142,0.09677419354838701,0.0
50,2014-02-07,91.0,5,1,ホタテクリ―ムシチュー,425.0,1,1,0.0,3,-1.0,5.5,True,0,1,201402,117.6,-0.18018018018018023,-0.2777777777777778,-0.2479338842975206,-0.3453237410071942,-0.010869565217391353
51,2014-02-10,137.0,1,0,鶏の唐揚げおろしソース,423.0,1,1,1.0,2,-1.0,7.8,True,1,1,201402,117.2,0.5054945054945055,0.23423423423423428,0.08730158730158721,0.1322314049586777,-0.014388489208633115
114,2014-05-15,58.0,4,1,タンドリーチキン,403.0,1,1,0.0,2,-1.0,19.3,True,0,0,201405,64.6,-0.09375,-0.17142857142857137,-0.20547945205479456,0.0,-0.016949152542372836
102,2014-04-24,56.0,4,1,鶏の照り焼きマヨ,360.0,1,1,0.0,3,-1.0,19.9,True,0,0,201404,72.4,-0.11111111111111116,-0.28205128205128205,-0.4862385321100917,0.0,-0.01754385964912286
182,2014-08-25,55.0,1,0,白身魚の南部焼き,412.0,1,1,0.0,2,0.0,26.0,True,1,0,201408,63.6,-0.44999999999999996,0.0185185185185186,-0.017857142857142905,0.037735849056603765,-0.017857142857142905
158,2014-07-16,53.0,3,1,白身魚フライ,434.0,1,1,0.0,3,-1.0,30.9,True,0,0,201407,68.2,0.03921568627450989,-0.18461538461538463,-0.5725806451612903,0.10416666666666674,-0.01851851851851849
195,2014-09-11,53.0,4,0,手作りチキンカツ,385.0,1,1,0.0,2,-1.0,21.9,True,0,0,201409,56.2,-0.01851851851851849,-0.15873015873015872,-0.22058823529411764,0.2325581395348837,-0.01851851851851849
44,2014-01-30,105.0,4,1,鶏の唐揚げ,448.0,1,1,0.0,2,-1.0,15.3,True,0,0,201401,112.8,-0.1322314049586777,-0.125,-0.16666666666666663,0.14130434782608692,-0.01869158878504673
166,2014-07-29,52.0,2,0,バーベキューチキン,449.0,1,1,0.0,3,-1.0,30.4,True,0,0,201407,63.6,-0.19999999999999996,-0.37349397590361444,-0.16129032258064513,-0.0714285714285714,-0.018867924528301883
204,2014-09-26,45.0,5,0,ランチビュッフェ,,7,3,0.0,3,-1.0,27.1,True,0,1,201409,45.6,-0.09999999999999998,-0.23728813559322037,0.5517241379310345,0.0,-0.021739130434782594
143,2014-06-25,64.0,3,1,豚の冷しゃぶ,420.0,1,1,0.0,5,0.0,25.2,True,0,0,201406,62.0,0.049180327868852514,-0.11111111111111116,0.12280701754385959,0.1428571428571428,-0.030303030303030276
20,2013-12-16,160.0,1,0,カキフライタルタル,,1,1,0.0,1,-1.0,11.3,True,1,0,201312,138.4,0.4414414414414414,0.4678899082568808,0.019108280254777066,0.032258064516129004,-0.030303030303030276
142,2014-06-24,61.0,2,0,鶏のトマトシチュー,430.0,1,1,0.0,2,0.0,23.7,True,0,0,201406,62.4,-0.1527777777777778,0.07017543859649122,0.08928571428571419,-0.0757575757575758,-0.031746031746031744
168,2014-07-31,60.0,4,0,鶏のから揚げスイートチリソース,386.0,1,1,0.0,3,-1.0,32.5,True,0,0,201407,63.6,0.034482758620689724,0.15384615384615374,-0.07692307692307687,-0.27710843373493976,-0.032258064516129004
177,2014-08-18,56.0,1,0,洋食屋さんのメンチカツ,396.0,1,1,0.0,2,-1.0,32.2,True,1,0,201408,66.6,0.3999999999999999,0.24444444444444446,-0.5658914728682171,-0.11111111111111116,-0.03448275862068961
190,2014-09-04,54.0,4,1,チキンステーキ・きのこソース,405.0,1,1,0.0,2,0.0,26.5,True,0,0,201409,55.8,0.018867924528301883,-0.20588235294117652,-0.16923076923076918,0.3846153846153846,-0.0357142857142857
66,2014-03-04,100.0,2,1,回鍋肉,413.0,1,1,0.0,3,-1.0,8.3,True,0,0,201403,98.8,-0.23664122137404575,0.4492753623188406,0.11111111111111116,-0.038461538461538436,-0.038461538461538436
126,2014-06-02,74.0,1,0,ハンバーグケッチャップソース,420.0,1,1,0.0,4,-1.0,30.6,True,1,0,201406,82.0,-0.37815126050420167,0.15625,0.0,-0.06329113924050633,-0.038961038961038974
43,2014-01-29,121.0,3,1,チーズ入りメンチカツ,450.0,1,1,0.0,1,-1.0,10.3,True,0,0,201401,113.2,0.008333333333333304,-0.03968253968253965,0.3152173913043479,0.13084112149532712,-0.03968253968253965
116,2014-05-19,70.0,1,1,豚肉と茄子のピリ辛炒め,406.0,1,3,0.0,2,-1.0,22.8,True,1,0,201405,77.6,-0.4444444444444444,0.2068965517241379,0.09375,0.0,-0.04109589041095896
74,2014-03-14,70.0,5,1,カレイ野菜あんかけ,360.0,1,2,0.0,2,-1.0,11.5,True,0,1,201403,86.0,-0.125,0.02941176470588225,-0.2134831460674157,-0.43089430894308944,-0.04109589041095896
29,2014-01-08,128.0,3,0,豚肉の生姜焼,462.0,1,1,0.0,2,-1.0,9.8,True,0,0,201401,116.4,-0.022900763358778664,0.6000000000000001,0.05785123966942152,0.049180327868852514,-0.04477611940298509
100,2014-04-22,78.0,2,1,マーボ豆腐,382.0,1,1,0.0,2,-1.0,18.8,True,0,0,201404,71.4,-0.2844036697247706,0.3928571428571428,0.368421052631579,0.368421052631579,-0.04878048780487809
132,2014-06-10,56.0,2,0,カレイ唐揚げ野菜餡かけ,426.0,1,1,1.0,2,-1.0,25.5,True,0,0,201406,66.8,-0.2432432432432432,-0.3978494623655914,-0.125,0.1914893617021276,-0.05084745762711862
141,2014-06-23,72.0,1,0,マーボ茄子,421.0,1,1,0.0,2,-1.0,26.9,True,1,0,201406,62.8,0.26315789473684204,0.2857142857142858,0.09090909090909083,0.1428571428571428,-0.052631578947368474
60,2014-02-24,129.0,1,1,ポークハヤシ,408.0,1,1,0.0,2,-1.0,6.6,True,1,0,201402,107.8,0.1415929203539823,0.5176470588235293,0.1415929203539823,0.303030303030303,-0.058394160583941646
38,2014-01-22,126.0,3,1,手作りひれかつとカレー,426.0,1,1,0.0,1,-1.0,7.4,True,0,0,201401,114.6,-0.023255813953488413,0.0,0.48235294117647065,0.17757009345794383,-0.05970149253731338
70,2014-03-10,123.0,1,0,海老クリーミ―クノーデル,385.0,1,1,1.0,2,-1.0,7.6,True,1,0,201403,96.6,0.6849315068493151,0.5974025974025974,0.11818181818181817,0.22999999999999998,-0.06106870229007633
21,2013-12-17,145.0,2,0,手作りヒレカツ,,1,2,0.0,2,-1.0,10.8,True,0,0,201312,136.4,-0.09375,0.3063063063063063,0.3302752293577982,-0.07643312101910826,-0.06451612903225812
119,2014-05-22,54.0,4,1,サーモンのムニエル2色ソース,428.0,5,1,0.0,7,0.0,19.0,True,0,0,201405,85.0,-0.4807692307692307,-0.23943661971830987,-0.22857142857142854,-0.5714285714285714,-0.06896551724137934
42,2014-01-28,120.0,2,0,海老フライタルタル,445.0,1,1,0.0,1,-1.0,12.6,True,0,0,201401,114.2,-0.04761904761904767,0.30434782608695654,0.12149532710280364,-0.04761904761904767,-0.06976744186046513
193,2014-09-09,63.0,2,0,ハンバーグデミソース,460.0,1,1,0.0,3,-1.0,26.8,True,0,0,201409,56.2,-0.07352941176470584,0.4651162790697674,0.16666666666666674,0.18867924528301883,-0.07352941176470584
22,2013-12-18,145.0,3,1,回鍋肉,,1,1,0.0,2,-1.0,7.8,True,0,0,201312,134.0,0.0,-0.09375,0.3063063063063063,0.3302752293577982,-0.07643312101910826
62,2014-02-26,104.0,3,0,鶏チリソース,384.0,1,1,0.0,3,-1.0,11.5,True,0,0,201402,107.0,0.0,-0.1937984496124031,-0.07964601769911506,0.22352941176470598,-0.07964601769911506
52,2014-02-12,111.0,3,0,ますのマスタードソース,415.0,1,1,0.0,2,-1.0,6.3,True,1,0,201402,115.2,-0.1897810218978102,0.2197802197802199,0.0,-0.11904761904761907,-0.0826446280991735
157,2014-07-15,51.0,2,0,豚冷シャブ野菜添え,324.0,1,1,0.0,3,-1.0,30.3,True,0,0,201407,68.4,-0.2153846153846154,-0.5887096774193548,0.0625,-0.05555555555555558,-0.0892857142857143
154,2014-07-10,48.0,4,0,プルコギ,386.0,1,1,1.0,2,-1.0,28.8,True,0,0,201407,60.6,-0.11111111111111116,-0.1428571428571429,-0.41463414634146345,-0.23809523809523814,-0.09433962264150941
146,2014-06-30,65.0,1,0,鶏の塩から揚げ,435.0,1,1,0.0,4,-1.0,25.5,True,1,0,201406,62.6,-0.1216216216216216,0.3265306122448979,0.015625,0.06557377049180335,-0.09722222222222221
9,2013-11-29,116.0,5,0,タルタルinソーセージカツ,,1,1,0.0,1,-1.0,12.1,True,0,1,201311,137.4,-0.23178807947019864,-0.17142857142857137,-0.19999999999999996,-0.14074074074074072,-0.10769230769230764
71,2014-03-11,89.0,2,0,肉じゃが,397.0,1,1,0.0,1,-1.0,8.7,True,0,0,201403,94.4,-0.2764227642276422,0.2191780821917808,0.1558441558441559,-0.19090909090909092,-0.10999999999999999
91,2014-04-09,88.0,3,1,青椒肉絲,376.0,1,1,0.0,3,-1.0,19.0,True,0,0,201404,96.2,-0.08333333333333337,-0.17757009345794394,-0.022222222222222254,-0.12,-0.11111111111111116
147,2014-07-01,54.0,2,0,カレイ唐揚げ夏野菜あん,362.0,1,1,0.0,2,-1.0,28.3,True,0,0,201407,61.2,-0.16923076923076918,-0.2702702702702703,0.1020408163265305,-0.15625,-0.11475409836065575
144,2014-06-26,49.0,4,0,キスと野菜の天ぷら,414.0,1,1,0.0,2,-1.0,25.2,True,0,0,201406,60.6,-0.234375,-0.19672131147540983,-0.3194444444444444,-0.14035087719298245,-0.125
92,2014-04-10,87.0,4,0,鶏の唐揚げおろしソース,362.0,1,1,1.0,3,-1.0,21.3,True,0,0,201404,93.6,-0.011363636363636354,-0.09375,-0.1869158878504673,-0.033333333333333326,-0.13
28,2014-01-07,131.0,2,0,カレー入りソーセージカツ,404.0,1,1,0.0,1,-1.0,7.3,True,1,0,201401,117.6,0.6375,0.0826446280991735,0.07377049180327866,-0.02238805970149249,-0.13245033112582782
94,2014-04-14,92.0,1,0,ビーフトマト煮,340.0,1,1,0.0,3,-1.0,16.4,True,1,0,201404,98.2,-0.28125,0.05747126436781613,0.045454545454545414,-0.04166666666666663,-0.14018691588785048
68,2014-03-06,77.0,4,0,チキンクリームシチュー,409.0,1,1,0.0,1,-1.0,6.7,True,0,0,201403,97.4,-0.30000000000000004,-0.22999999999999998,-0.4122137404580153,0.11594202898550732,-0.1444444444444445
189,2014-09-03,53.0,3,0,親子煮,408.0,1,1,0.0,2,-1.0,26.7,True,0,0,201409,56.2,-0.22058823529411764,-0.18461538461538463,0.35897435897435903,-0.0535714285714286,-0.14516129032258063
95,2014-04-15,82.0,2,0,ポーク生姜焼き,370.0,1,1,0.0,1,-1.0,19.7,True,0,0,201404,95.4,-0.10869565217391308,-0.359375,-0.05747126436781613,-0.06818181818181823,-0.14583333333333337
199,2014-09-18,46.0,4,0,カレイ唐揚げ 甘酢あん,395.0,1,1,0.0,2,-1.0,24.1,True,0,0,201409,63.8,-0.061224489795918324,-0.1785714285714286,-0.6,-0.13207547169811318,-0.14814814814814814
150,2014-07-04,63.0,5,0,手作りトンカツ,432.0,1,1,0.0,5,0.5,22.1,True,0,1,201407,57.0,0.18867924528301883,0.26,0.16666666666666674,-0.03076923076923077,-0.14864864864864868
88,2014-04-04,90.0,5,1,和風ソースハンバーグ,350.0,1,1,0.0,3,-1.0,17.8,True,0,1,201404,99.6,-0.09999999999999998,-0.09090909090909094,-0.28,0.0714285714285714,-0.15094339622641506
200,2014-09-19,45.0,5,0,厚切イカフライ,400.0,1,1,0.0,4,-1.0,23.6,True,0,1,201409,62.2,-0.021739130434782594,-0.08163265306122447,-0.1964285714285714,-0.6086956521739131,-0.15094339622641506
178,2014-08-19,53.0,2,1,牛スキヤキ,385.0,1,1,0.0,3,-1.0,33.3,True,0,0,201408,64.6,-0.0535714285714286,0.32499999999999996,0.1777777777777778,-0.5891472868217054,-0.15873015873015872
107,2014-05-02,47.0,5,0,鶏の天ぷら,420.0,1,1,0.0,3,-1.0,23.3,True,0,1,201405,68.4,-0.265625,-0.5154639175257731,-0.12962962962962965,-0.4125,-0.1607142857142857
34,2014-01-16,107.0,4,0,カレイ唐揚げ野菜あんかけ,415.0,1,1,0.0,1,-1.0,7.0,True,0,0,201401,117.2,-0.20149253731343286,-0.1705426356589147,0.2298850574712643,-0.1705426356589147,-0.1640625
26,2013-12-25,121.0,3,1,手ごね風ハンバーグ,,1,1,0.0,1,-1.0,8.0,True,0,0,201312,134.6,-0.008196721311475419,-0.09701492537313428,-0.19867549668874174,-0.16551724137931034,-0.16551724137931034
19,2013-12-13,111.0,5,1,タンドリーチキン,,1,1,0.0,1,-1.0,13.9,True,0,1,201312,139.4,0.0183486238532109,-0.29299363057324845,-0.28387096774193543,-0.32727272727272727,-0.17164179104477617
197,2014-09-16,56.0,2,0,チーズメンチカツ,438.0,1,1,0.0,3,-1.0,28.8,True,1,0,201409,68.2,-0.5130434782608695,0.05660377358490565,0.03703703703703698,-0.11111111111111116,-0.17647058823529416
84,2014-03-31,84.0,1,0,青椒肉絲,349.0,1,1,0.0,3,-1.0,17.5,True,1,0,201403,74.6,-0.2075471698113207,0.5272727272727273,0.6470588235294117,0.09090909090909083,-0.17647058823529416
161,2014-07-22,53.0,2,0,チンジャオロース,409.0,1,1,0.0,3,-1.0,30.2,True,1,0,201407,53.0,-0.036363636363636376,0.0,0.0,0.03921568627450989,-0.18461538461538463
156,2014-07-14,65.0,1,1,鶏のから揚げねぎ塩炒めソース,418.0,1,1,0.0,4,0.0,30.9,True,1,0,201407,69.4,-0.47580645161290325,0.35416666666666674,0.20370370370370372,0.1607142857142858,-0.20731707317073167
130,2014-06-06,93.0,5,0,手作りロースカツ,430.0,1,1,0.0,5,6.5,19.9,True,0,1,201406,67.4,0.453125,0.9787234042553192,0.576271186440678,0.2567567567567568,-0.2184873949579832
148,2014-07-02,50.0,3,1,タンドリーチキン,363.0,1,1,0.0,1,-1.0,28.8,True,0,0,201407,58.4,-0.07407407407407407,-0.23076923076923073,-0.32432432432432434,0.020408163265306145,-0.21875
139,2014-06-19,56.0,4,0,アジ唐揚げ南蛮ソース,430.0,1,1,0.0,3,-1.0,27.5,True,0,0,201406,76.4,-0.1515151515151515,-0.11111111111111116,-0.26315789473684215,-0.5371900826446281,-0.2222222222222222
198,2014-09-17,49.0,3,0,チキンフリカッセ,430.0,5,2,0.0,2,-1.0,25.0,True,0,0,201409,65.4,-0.125,-0.5739130434782609,-0.07547169811320753,-0.09259259259259256,-0.2222222222222222
54,2014-02-14,86.0,5,1,ロース甘味噌焼き,432.0,1,1,0.0,6,0.5,1.2,True,0,1,201402,101.8,0.023809523809523725,-0.22522522522522526,-0.3722627737226277,-0.05494505494505497,-0.22522522522522526
90,2014-04-08,96.0,2,1,肉団子のシチュー,353.0,1,1,0.0,1,-1.0,20.1,True,0,0,201404,98.4,-0.10280373831775702,0.06666666666666665,-0.040000000000000036,-0.030303030303030276,-0.23199999999999998
82,2014-03-27,55.0,4,1,ロース甘味噌焼き,315.0,1,1,0.0,2,1.5,12.4,True,0,0,201403,77.0,0.07843137254901955,-0.2857142857142857,-0.4607843137254902,-0.44999999999999996,-0.23611111111111116
25,2013-12-24,122.0,2,0,さっくりメンチカツ,,1,1,0.0,1,-1.0,11.5,True,1,0,201312,139.4,-0.08955223880597019,-0.1920529801324503,-0.1586206896551724,-0.1586206896551724,-0.23750000000000004
127,2014-06-03,59.0,2,0,ゴーヤチャンプルー,418.0,1,1,0.0,4,-1.0,27.0,True,0,0,201406,78.0,-0.20270270270270274,-0.5042016806722689,-0.078125,-0.20270270270270274,-0.25316455696202533
176,2014-08-12,40.0,2,1,厚切ハムカツ,400.0,1,1,0.0,5,0.0,29.4,True,0,1,201408,67.0,-0.11111111111111116,-0.689922480620155,-0.3650793650793651,-0.31034482758620685,-0.2592592592592593
113,2014-05-14,64.0,3,1,メンチカツ,430.0,1,1,0.0,4,-1.0,26.0,True,0,0,201405,64.8,-0.08571428571428574,-0.12328767123287676,0.10344827586206895,0.0847457627118644,-0.2727272727272727
56,2014-02-18,99.0,2,0,海老フライとホタテ串カツ,426.0,1,1,0.0,3,-1.0,6.8,True,0,0,201402,103.4,-0.2773722627737226,0.15116279069767447,0.1785714285714286,-0.10810810810810811,-0.2773722627737226
31,2014-01-10,87.0,5,0,手作りロースカツ,440.0,1,1,1.0,1,-1.0,5.1,True,0,1,201401,111.0,-0.32558139534883723,-0.3203125,-0.33587786259541985,0.08749999999999991,-0.28099173553719003
123,2014-05-28,74.0,3,1,鶏の唐揚げおろしソース,414.0,1,1,0.0,3,-1.0,25.7,True,0,0,201405,69.8,-0.06329113924050633,-0.038961038961038974,0.1384615384615384,0.37037037037037046,-0.28846153846153844
53,2014-02-13,84.0,4,0,回鍋肉,438.0,1,1,0.0,2,-1.0,6.4,True,0,0,201402,106.8,-0.2432432432432432,-0.3868613138686131,-0.07692307692307687,-0.2432432432432432,-0.33333333333333337
35,2014-01-17,85.0,5,1,回鍋肉,430.0,1,2,0.0,1,-1.0,7.8,True,0,1,201401,108.4,-0.20560747663551404,-0.3656716417910447,-0.3410852713178295,-0.02298850574712641,-0.3410852713178295
97,2014-04-17,57.0,4,0,牛丼風煮,333.0,1,1,0.0,1,-1.0,20.1,True,0,0,201404,83.2,0.0,-0.30487804878048785,-0.3804347826086957,-0.5546875,-0.3448275862068966
96,2014-04-16,57.0,3,0,カレイ唐揚げ野菜あんかけ,330.0,1,1,0.0,4,-1.0,21.5,True,0,0,201404,89.2,-0.30487804878048785,-0.3804347826086957,-0.5546875,-0.3448275862068966,-0.3522727272727273
18,2013-12-12,109.0,4,0,肉じゃが,,1,1,0.0,1,-1.0,12.3,True,0,0,201312,144.0,-0.30573248407643316,-0.2967741935483871,-0.33939393939393936,-0.18656716417910446,-0.36257309941520466
128,2014-06-04,47.0,3,0,たっぷりベーコンフライ,424.0,1,1,0.0,3,-1.0,27.5,True,0,0,201406,72.6,-0.2033898305084746,-0.3648648648648649,-0.6050420168067228,-0.265625,-0.3648648648648649
72,2014-03-12,68.0,3,0,ビーフカレー,370.0,1,1,0.0,1,-1.0,14.8,True,0,0,201403,86.0,-0.2359550561797753,-0.44715447154471544,-0.06849315068493156,-0.11688311688311692,-0.38181818181818183
64,2014-02-28,69.0,5,0,手作りひれかつ,428.0,1,1,0.0,3,-1.0,17.7,True,0,1,201402,99.2,-0.23333333333333328,-0.33653846153846156,-0.33653846153846156,-0.4651162790697675,-0.3893805309734514
175,2014-08-11,45.0,1,0,サーモンフライ・タルタル,411.0,1,1,0.0,3,-1.0,32.4,True,1,0,201408,69.8,-0.6511627906976745,-0.2857142857142857,-0.22413793103448276,-0.16666666666666663,-0.4
110,2014-05-09,58.0,5,1,手作りチキンカツ,434.0,1,1,1.0,3,-1.0,23.4,True,0,1,201405,63.2,-0.016949152542372836,-0.34090909090909094,0.23404255319148937,-0.09375,-0.4020618556701031
80,2014-03-25,77.0,2,0,手作りひれかつ,407.0,1,1,0.0,1,-1.0,18.9,True,0,0,201403,88.2,-0.2450980392156863,-0.22999999999999998,0.06944444444444442,-0.1444444444444445,-0.4031007751937985
81,2014-03-26,51.0,3,0,肉団子クリームシチュー,392.0,1,1,0.0,2,-1.0,18.7,True,0,0,201403,80.4,-0.33766233766233766,-0.5,-0.49,-0.29166666666666663,-0.43333333333333335
27,2013-12-26,80.0,4,0,酢豚,,1,1,0.0,2,-1.0,7.3,True,0,1,201312,121.6,-0.33884297520661155,-0.34426229508196726,-0.4029850746268657,-0.4701986754966887,-0.4482758620689655
120,2014-05-23,65.0,5,0,牛肉コロッケ,400.0,1,1,0.0,4,-1.0,19.8,True,0,1,201405,72.8,0.20370370370370372,-0.375,-0.08450704225352113,-0.0714285714285714,-0.4841269841269841
104,2014-04-28,54.0,1,0,タンドリーチキン,342.0,1,1,0.0,3,-1.0,22.7,True,1,1,201404,66.2,-0.32499999999999996,-0.0357142857142857,-0.1428571428571429,-0.3076923076923077,-0.5045871559633027
140,2014-06-20,57.0,5,0,炊き込みご飯,407.0,1,1,0.0,4,-1.0,26.5,True,0,1,201406,63.6,0.017857142857142794,-0.13636363636363635,-0.09523809523809523,-0.25,-0.5289256198347108
169,2014-08-01,38.0,5,0,豚肉の生姜焼き,380.0,1,1,0.0,4,-1.0,32.7,True,0,1,201408,54.6,-0.3666666666666667,-0.3448275862068966,-0.2692307692307693,-0.41538461538461535,-0.5421686746987953
160,2014-07-18,55.0,5,1,エビフライ,401.0,1,1,0.0,2,-1.0,25.6,True,0,1,201407,55.4,0.037735849056603765,0.037735849056603765,0.07843137254901955,-0.15384615384615385,-0.5564516129032258
98,2014-04-18,56.0,5,1,鶏の味噌漬け焼き,325.0,1,2,0.0,2,0.0,11.4,True,0,1,201404,68.8,-0.01754385964912286,-0.01754385964912286,-0.31707317073170727,-0.3913043478260869,-0.5625
179,2014-08-20,56.0,3,0,豚ロースのピザ風チーズ焼き,423.0,5,2,0.0,1,-1.0,33.3,True,0,0,201408,50.0,0.05660377358490565,0.0,0.3999999999999999,0.24444444444444446,-0.5658914728682171
186,2014-08-29,39.0,5,0,チキンの辛味噌焼き,398.0,1,1,0.0,2,0.0,25.1,True,0,1,201408,56.0,-0.3035714285714286,-0.3709677419354839,-0.42647058823529416,-0.2909090909090909,-0.61
201,2014-09-22,29.0,1,0,筑前煮,395.0,1,1,0.0,3,-1.0,25.2,True,1,1,201409,45.0,-0.3555555555555555,-0.3695652173913043,-0.40816326530612246,-0.4821428571428571,-0.7478260869565218
0,2013-11-18,90.0,1,0,厚切りイカフライ,,1,1,0.0,1,-1.0,19.8,True,1,0,201311,,,,,,
1,2013-11-19,101.0,2,1,手作りヒレカツ,,1,1,0.0,1,-1.0,17.0,True,0,0,201311,,0.12222222222222223,,,,
2,2013-11-20,118.0,3,0,白身魚唐揚げ野菜あん,,1,1,0.0,1,-1.0,15.5,True,0,0,201311,,0.16831683168316824,0.3111111111111111,,,
3,2013-11-21,120.0,4,1,若鶏ピリ辛焼,,1,1,0.0,1,-1.0,15.2,True,0,0,201311,,0.016949152542372836,0.18811881188118806,0.33333333333333326,,
4,2013-11-22,130.0,5,1,ビッグメンチカツ,,1,1,0.0,1,-1.0,16.1,True,0,1,201311,111.8,0.08333333333333326,0.10169491525423724,0.28712871287128716,0.4444444444444444,
